,GenderSelect,Country,Age,EmploymentStatus,CodeWriter,CurrentJobTitleSelect,CurrentEmployerType,LanguageRecommendationSelect,FormalEducation,CompensationAmount,CompensationCurrency,exchangeRate,CompensationAmountExanged
8880,Male,China,32.0,Employed full-time,Yes,Business Analyst,Employed by company that makes advanced analytic software,Python,Doctoral degree,1000000,USD,1.0,1000000.0
8896,Male,Australia,,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,R,Bachelor's degree,120000,AUD,0.80231,96277.2
8899,Male,South Africa,36.0,Employed full-time,Yes,Scientist/Researcher,,Python,Doctoral degree,325000,ZAR,0.077002,25025.65
8913,Male,Spain,49.0,Employed full-time,Yes,Data Scientist,Employed by government,Python,Professional degree,40000,EUR,1.195826,47833.04
8916,Male,Philippines,32.0,Employed full-time,Yes,DBA/Database Engineer,,R,Bachelor's degree,1000000,PHP,0.019637,19637.0
8930,Male,France,32.0,Employed full-time,Yes,Data Scientist,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",R,Doctoral degree,55000,EUR,1.195826,65770.43000000001
8931,Male,India,22.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Other,Bachelor's degree,25000,INR,0.01562,390.5
8936,Male,France,24.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Doctoral degree,24000,EUR,1.195826,28699.824
8937,Male,Belgium,36.0,Employed full-time,Yes,Data Scientist,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",R,Doctoral degree,40000,EUR,1.195826,47833.04
8940,Male,Spain,54.0,Employed full-time,Yes,Programmer,Employed by a company that doesn't perform advanced analytics,Python,Professional degree,30000,EUR,1.195826,35874.78
8941,Male,India,23.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Matlab,Bachelor's degree,39600,SGD,0.742589,29406.524400000002
8956,Male,Russia,25.0,Employed full-time,Yes,Machine Learning Engineer,Employed by company that makes advanced analytic software,Python,Master's degree,73000,RUB,0.017402,1270.346
8957,Female,Russia,50.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,Python,Doctoral degree,2500000,RUB,0.017402,43505.0
8958,Male,Denmark,34.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Doctoral degree,500000,DKK,0.16073,80365.0
8959,Male,France,32.0,Employed full-time,Yes,Data Analyst,"Employed by a company that performs advanced analytics,Employed by a company that doesn't perform advanced analytics",R,Master's degree,42000,EUR,1.195826,50224.692
8971,Female,Romania,29.0,Employed full-time,Yes,Business Analyst,Employed by a company that doesn't perform advanced analytics,R,Master's degree,30000,EUR,1.195826,35874.78
8972,Male,Netherlands,34.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,R,Doctoral degree,50000,EUR,1.195826,59791.3
8977,Male,Russia,21.0,Employed full-time,Yes,Machine Learning Engineer,Employed by a company that performs advanced analytics,Python,Bachelor's degree,20400,EUR,1.195826,24394.8504
8981,Male,China,26.0,Employed full-time,Yes,Data Miner,Employed by a company that performs advanced analytics,Python,Master's degree,10000,CNY,0.153,1530.0
8987,Male,Russia,25.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Master's degree,1200000,RUB,0.017402,20882.4
9001,Male,Other,29.0,Employed full-time,Yes,Other,Employed by college or university,R,Master's degree,485,USD,1.0,485.0
9004,Male,United Kingdom,35.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that performs advanced analytics,Python,Master's degree,50000,GBP,1.324188,66209.4
9012,Male,Ireland,47.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,135000,EUR,1.195826,161436.51
9022,Male,India,23.0,Employed full-time,Yes,Scientist/Researcher,Employed by company that makes advanced analytic software,Python,Bachelor's degree,2250000,INR,0.01562,35145.0
9028,Male,Germany,40.0,Employed full-time,Yes,DBA/Database Engineer,Employed by professional services/consulting firm,R,Master's degree,50000,EUR,1.195826,59791.3
9030,Male,France,30.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,R,Master's degree,44000,EUR,1.195826,52616.344000000005
9033,Male,Japan,27.0,Employed full-time,Yes,Other,Employed by professional services/consulting firm,Python,Master's degree,650,JPY,0.009108,5.9201999999999995
9036,Female,People 's Republic of China,26.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Bachelor's degree,160000,CNY,0.153,24480.0
9037,Male,Turkey,40.0,Employed full-time,Yes,Other,Employed by a company that performs advanced analytics,R,Master's degree,200000,TRY,0.29178,58356.0
9039,Male,Netherlands,25.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Master's degree,25000,EUR,1.195826,29895.65
9041,Male,India,28.0,Employed full-time,Yes,Business Analyst,Employed by company that makes advanced analytic software,SQL,Master's degree,10000,USD,1.0,10000.0
9045,Male,Ukraine,28.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,C/C++/C#,Doctoral degree,10000,UAH,0.038368,383.68
9050,Male,Netherlands,73.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Scala,Bachelor's degree,40000,EUR,1.195826,47833.04
9063,Male,Italy,25.0,Employed full-time,Yes,Software Developer/Software Engineer,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Python,Master's degree,12000,EUR,1.195826,14349.912
9070,Female,Denmark,31.0,Employed full-time,Yes,Researcher,Employed by college or university,R,Master's degree,288000,DKK,0.16073,46290.240000000005
9078,Male,Spain,32.0,Employed full-time,Yes,Researcher,Employed by college or university,Python,Doctoral degree,15000,EUR,1.195826,17937.39
9081,Male,India,23.0,Employed full-time,Yes,Machine Learning Engineer,Employed by company that makes advanced analytic software,Python,Bachelor's degree,400000,INR,0.01562,6248.0
9092,Female,India,30.0,Employed full-time,Yes,Researcher,Employed by college or university,R,Doctoral degree,650000,INR,0.01562,10153.0
9096,Male,India,24.0,Employed full-time,Yes,Predictive Modeler,Employed by a company that performs advanced analytics,Python,Bachelor's degree,1600000,INR,0.01562,24992.0
9099,Female,Switzerland,33.0,Employed full-time,Yes,Other,Employed by professional services/consulting firm,Python,Master's degree,150000,CHF,1.043382,156507.30000000002
9109,Male,Other,26.0,Employed full-time,Yes,Researcher,"Employed by a company that doesn't perform advanced analytics,Employed by government",Python,Master's degree,720000,DZD,0.009006,6484.32
9110,Male,France,46.0,Employed full-time,Yes,Other,Employed by college or university,Python,Doctoral degree,35000,EUR,1.195826,41853.91
9118,Male,France,29.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Master's degree,100000,EUR,1.195826,119582.6
9124,Male,South Africa,26.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,R,Master's degree,600000,ZAR,0.077002,46201.2
9128,Male,France,23.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by professional services/consulting firm,Python,Master's degree,6000,EUR,1.195826,7174.956
9133,Male,Russia,23.0,Employed full-time,Yes,Scientist/Researcher,Employed by professional services/consulting firm,Python,Master's degree,1380000,RUB,0.017402,24014.760000000002
9137,Male,Ukraine,32.0,Employed full-time,Yes,Software Developer/Software Engineer,Self-employed,Python,Master's degree,45000,USD,1.0,45000.0
9146,Male,India,23.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Bachelor's degree,18000,RUB,0.017402,313.236
9147,Male,Russia,50.0,Employed full-time,Yes,Data Analyst,Employed by company that makes advanced analytic software,R,Doctoral degree,33000,USD,1.0,33000.0
9149,Male,Russia,25.0,Employed full-time,Yes,Scientist/Researcher,Employed by company that makes advanced analytic software,Python,Professional degree,0,RUB,0.017402,0.0
9152,Male,People 's Republic of China,22.0,Employed full-time,Yes,Data Analyst,Employed by a company that doesn't perform advanced analytics,SQL,Bachelor's degree,80000,CNY,0.153,12240.0
9154,Female,Japan,33.0,Employed full-time,Yes,Business Analyst,Employed by a company that performs advanced analytics,Python,Bachelor's degree,40000,USD,1.0,40000.0
9155,Male,Nigeria,29.0,Employed full-time,Yes,Data Analyst,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,36000,USD,1.0,36000.0
9156,Male,South Korea,39.0,Employed full-time,Yes,Researcher,Employed by college or university,Python,Master's degree,15000,USD,1.0,15000.0
9170,Male,India,30.0,Employed full-time,Yes,Machine Learning Engineer,Employed by college or university,Python,Doctoral degree,60000,INR,0.01562,937.2
9175,Male,United Kingdom,27.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,Python,Bachelor's degree,30000,GBP,1.324188,39725.64
9178,Male,India,40.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,R,Master's degree,1000000,INR,0.01562,15620.0
9182,Male,India,32.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,Python,Master's degree,3000000,INR,0.01562,46860.0
9206,Male,People 's Republic of China,27.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by professional services/consulting firm,Python,Master's degree,3000000,CNY,0.153,459000.0
9210,Male,India,23.0,Employed full-time,Yes,Machine Learning Engineer,Employed by a company that performs advanced analytics,Python,Bachelor's degree,2000000,INR,0.01562,31240.0
9211,Male,France,55.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Professional degree,80000,EUR,1.195826,95666.08
9213,Male,Spain,37.0,Employed full-time,Yes,Machine Learning Engineer,Employed by professional services/consulting firm,Python,Master's degree,33000,EUR,1.195826,39462.258
9224,Male,United States,48.0,Employed full-time,Yes,Researcher,Employed by professional services/consulting firm,Python,Master's degree,500000,USD,1.0,500000.0
9228,Male,India,39.0,Employed full-time,Yes,Researcher,Employed by professional services/consulting firm,Matlab,Doctoral degree,1500000,INR,0.01562,23430.0
9230,Male,Japan,32.0,Employed full-time,Yes,Machine Learning Engineer,Employed by professional services/consulting firm,Python,Bachelor's degree,500000,JPY,0.009108,4554.0
9231,Male,Indonesia,26.0,Employed full-time,Yes,Engineer,Employed by a company that performs advanced analytics,Matlab,Bachelor's degree,107000000,IDR,7.6e-05,8132.0
9238,Male,India,22.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,Python,Bachelor's degree,575000,INR,0.01562,8981.5
9241,Male,India,40.0,Employed full-time,Yes,Other,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",R,Bachelor's degree,2600000,INR,0.01562,40612.0
9247,Male,India,25.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Scala,Bachelor's degree,23000000,INR,0.01562,359260.0
9250,Male,United Kingdom,35.0,Employed full-time,Yes,Machine Learning Engineer,Employed by a company that performs advanced analytics,Python,Master's degree,45000,GBP,1.324188,59588.46
9255,Male,India,25.0,Employed full-time,Yes,Software Developer/Software Engineer,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software",Python,Master's degree,1500000,INR,0.01562,23430.0
9256,Male,Germany,29.0,Employed full-time,Yes,Researcher,"Employed by college or university,Self-employed",R,Master's degree,80000,EUR,1.195826,95666.08
9262,Male,India,24.0,Employed full-time,Yes,Data Analyst,Employed by a company that performs advanced analytics,R,Master's degree,480000,INR,0.01562,7497.6
9264,Male,Nigeria,42.0,Employed full-time,Yes,Engineer,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,10000000,NGN,0.002788,27880.0
9274,Male,India,35.0,Employed full-time,Yes,Data Scientist,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software,Employed by a company that doesn't perform advanced analytics,Employed by non-profit or NGO,Employed by government",Python,Master's degree,2200000,INR,0.01562,34364.0
9280,Male,Other,27.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,Python,Master's degree,25000,EUR,1.195826,29895.65
9287,Male,South Africa,33.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,R,Doctoral degree,264000,ZAR,0.077002,20328.528000000002
9292,Male,Spain,39.0,Employed full-time,Yes,Scientist/Researcher,Employed by a company that doesn't perform advanced analytics,C/C++/C#,Doctoral degree,40000,EUR,1.195826,47833.04
9295,Male,Israel,37.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,Python,Master's degree,440000,ILS,0.282974,124508.56
9301,Male,Greece,30.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,Python,Doctoral degree,140000,GBP,1.324188,185386.31999999998
9310,Male,Other,23.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that performs advanced analytics,Python,Bachelor's degree,400000,THB,0.030192,12076.8
